course,courseLetter,courseNumber,relatedTo,relatedToCourseLetter,relatedToCourseNumber,How,,courseDictionary,courseLetter,courseNumber
ILS 100,ILS,100,ILS 150,ILS,150,Prereq,,,,
ILS 100,ILS,100,ILS 175,ILS,175,Prereq,,,,
ILS 100,ILS,100,ILS 201,ILS,201,Prereq,,,,
ILS 100,ILS,100,ILS 202,ILS,202,Prereq,,,,
ILS 100,ILS,100,ILS 205,ILS,205,Prereq,,,,
ILS 100,ILS,100,ILS 225,ILS,225,Prereq,,,,
ILS 100,ILS,100,ILS 250,ILS,250,Prereq,,,,
ILS 100,ILS,100,ILS 289,ILS,289,Prereq,,,,
ILS 100,ILS,100,ILS 306,ILS,306,Prereq,,,,
ILS 100,ILS,100,ILS 389,ILS,389,Prereq,,,,
ILS 101,ILS,101,Information & Library Science Certificate,,,Checksheet,,,,
ILS 101,ILS,101,Information & Library Science Minor,,,Checksheet,,,,
ILS 101,ILS,101,"Information & Library Science, AS",,,Checksheet,,,,
ILS 101,ILS,101,"Information & Library Science, BS",,,Checksheet,,,,
ILS 101,ILS,101,Information Literacy,,,GenEd,,,,
ILS 101,ILS,101,ILS 150,ILS,150,Prereq,,,,
ILS 101,ILS,101,ILS 205,ILS,205,Prereq,,,,
ILS 101,ILS,101,ILS 212,ILS,212,Prereq,,,,
ILS 102,ILS,102,"Architecture, B.Arch",,,Checksheet,,,,
ILS 102,ILS,102,"Cybersecurity, BS",,,Checksheet,,,,
ILS 102,ILS,102,"Dental Hygiene, BS (Pending Accreditation)",,,Checksheet,,,,
ILS 102,ILS,102,Information & Library Science Certificate,,,Checksheet,,,,
ILS 102,ILS,102,Information & Library Science Minor,,,Checksheet,,,,
ILS 102,ILS,102,"Information & Library Science, AS",,,Checksheet,,,,
ILS 102,ILS,102,"Information & Library Science, BS",,,Checksheet,,,,
ILS 102,ILS,102,"Mental Health & Human Services, AS",,,Checksheet,,,,
ILS 102,ILS,102,"Mental Health & Human Services, BS",,,Checksheet,,,,
ILS 102,ILS,102,Information Literacy,,,GenEd,,,,
ILS 109,ILS,109,ILS 202,ILS,202,Prereq,,,,
ILS 150,ILS,150,Information & Library Science Certificate,,,Checksheet,,,,
ILS 150,ILS,150,Information & Library Science Minor,,,Checksheet,,,,
ILS 150,ILS,150,"Information & Library Science, AS",,,Checksheet,,,,
ILS 150,ILS,150,"Information & Library Science, BS",,,Checksheet,,,,
ILS 150,ILS,150,ILS 204,ILS,204,Prereq,,,,
ILS 150,ILS,150,ILS 306,ILS,306,Prereq,,,,
ILS 150,ILS,150,ILS 350,ILS,350,Prereq,,,,
ILS 150,ILS,150,ILS 365,ILS,365,Prereq,,,,
ILS 150,ILS,150,ILS 385,ILS,385,Prereq,,,,
ILS 150,ILS,150,ILS 441,ILS,441,Prereq,,,,
ILS 175,ILS,175,Information & Library Science Certificate,,,Checksheet,,,,
ILS 175,ILS,175,Information & Library Science Minor,,,Checksheet,,,,
ILS 175,ILS,175,"Information & Library Science, AS",,,Checksheet,,,,
ILS 175,ILS,175,"Information & Library Science, BS",,,Checksheet,,,,
ILS 201,ILS,201,Information & Library Science Certificate,,,Checksheet,,,,
ILS 201,ILS,201,"Information & Library Science, AS",,,Checksheet,,,,
ILS 201,ILS,201,"Information & Library Science, BS",,,Checksheet,,,,
ILS 202,ILS,202,Information & Library Science Certificate,,,Checksheet,,,,
ILS 202,ILS,202,"Information & Library Science, AS",,,Checksheet,,,,
ILS 202,ILS,202,"Information & Library Science, BS",,,Checksheet,,,,
ILS 205,ILS,205,Information & Library Science Certificate,,,Checksheet,,,,
ILS 205,ILS,205,"Information & Library Science, AS",,,Checksheet,,,,
ILS 205,ILS,205,"Information & Library Science, BS",,,Checksheet,,,,
ILS 212,ILS,212,ILS 312,ILS,312,Prereq,,,,
ILS 225,ILS,225,Information & Library Science Certificate,,,Checksheet,,,,
ILS 225,ILS,225,Information & Library Science Minor,,,Checksheet,,,,
ILS 225,ILS,225,"Information & Library Science, AS",,,Checksheet,,,,
ILS 225,ILS,225,"Information & Library Science, BS",,,Checksheet,,,,
ILS 225,ILS,225,ILS 306,ILS,306,Prereq,,,,
ILS 225,ILS,225,ILS 325,ILS,325,Prereq,,,,
ILS 225,ILS,225,ILS 385,ILS,385,Prereq,,,,
ILS 250,ILS,250,Information & Library Science Certificate,,,Checksheet,,,,
ILS 250,ILS,250,Information & Library Science Minor,,,Checksheet,,,,
ILS 250,ILS,250,"Information & Library Science, AS",,,Checksheet,,,,
ILS 250,ILS,250,"Information & Library Science, BS",,,Checksheet,,,,
ILS 250,ILS,250,ILS 306,ILS,306,Prereq,,,,
ILS 250,ILS,250,ILS 350,ILS,350,Prereq,,,,
ILS 250,ILS,250,ILS 389,ILS,389,Prereq,,,,
ILS 250,ILS,250,ILS 412,ILS,412,Prereq,,,,
ILS 250,ILS,250,ILS 420,ILS,420,Prereq,,,,
ILS 250,ILS,250,ILS 441,ILS,441,Prereq,,,,
ILS 250,ILS,250,ILS 442,ILS,442,Prereq,,,,
ILS 289,ILS,289,Information & Library Science Certificate,,,Checksheet,,,,
ILS 289,ILS,289,"Information & Library Science, AS",,,Checksheet,,,,
ILS 289,ILS,289,"Information & Library Science, BS",,,Checksheet,,,,
ILS 299,ILS,299,"Information & Library Science, AS",,,Checksheet,,,,
ILS 306,ILS,306,Information & Library Science Minor,,,Checksheet,,,,
ILS 306,ILS,306,"Information & Library Science, BS",,,Checksheet,,,,
ILS 312,ILS,312,Information & Library Science Minor,,,Checksheet,,,,
ILS 312,ILS,312,"Information & Library Science, BS",,,Checksheet,,,,
ILS 325,ILS,325,Information & Library Science Minor,,,Checksheet,,,,
ILS 325,ILS,325,"Information & Library Science, BS",,,Checksheet,,,,
ILS 325,ILS,325,ILS 389,ILS,389,Prereq,,,,
ILS 325,ILS,325,ILS 412,ILS,412,Prereq,,,,
ILS 325,ILS,325,ILS 420,ILS,420,Prereq,,,,
ILS 325,ILS,325,ILS 441,ILS,441,Prereq,,,,
ILS 350,ILS,350,Information & Library Science Minor,,,Checksheet,,,,
ILS 350,ILS,350,"Information & Library Science, BS",,,Checksheet,,,,
ILS 365,ILS,365,Information & Library Science Minor,,,Checksheet,,,,
ILS 365,ILS,365,"Information & Library Science, BS",,,Checksheet,,,,
ILS 385,ILS,385,Information & Library Science Minor,,,Checksheet,,,,
ILS 385,ILS,385,"Information & Library Science, BS",,,Checksheet,,,,
ILS 412,ILS,412,Information & Library Science Minor,,,Checksheet,,,,
ILS 412,ILS,412,"Information & Library Science, BS",,,Checksheet,,,,
ILS 420,ILS,420,Information & Library Science Minor,,,Checksheet,,,,
ILS 420,ILS,420,"Information & Library Science, BS",,,Checksheet,,,,
ILS 441,ILS,441,Information & Library Science Minor,,,Checksheet,,,,
ILS 441,ILS,441,"Information & Library Science, BS",,,Checksheet,,,,
ILS 442,ILS,442,Information & Library Science Minor,,,Checksheet,,,,
ILS 442,ILS,442,"Information & Library Science, BS",,,Checksheet,,,,
ILS 450,ILS,450,"Information & Library Science, BS",,,Checksheet,,,,
ILS 499,ILS,499,"Information & Library Science, BS",,,Checksheet,,,,
IND 494,IND,494,Advocacy Minor,,,Checksheet,,,,
INT 110,INT,110,HUM 110,HUM,110,CrossList,,,,
INT 110,INT,110,REL 110,REL,110,CrossList,,,,
INT 110,INT,110,Humanities,,,GenEd,,,,
INT 188,INT,188,Honors Program,,,Checksheet,,,,
INT 188,INT,188,HON 188,HON,188,CrossList,,,,
INT 208,INT,208,"Data Science, BS",,,Checksheet,,,,
INT 208,INT,208,Honors Program,,,Checksheet,,,,
INT 208,INT,208,"Interdisciplinary Studies, BA",,,Checksheet,,,,
INT 208,INT,208,HON 208,HON,208,CrossList,,,,
INT 208,INT,208,Information Literacy,,,GenEd,,,,
INT 208,INT,208,HON 308,HON,308,Prereq,,,,
INT 208,INT,208,INT 308,INT,308,Prereq,,,,
INT 208,INT,208,INT 396,INT,396,Prereq,,,,
INT 264,INT,264,AME 264,AME,264,CrossList,,,,
INT 264,INT,264,Cultural Perspectives,,,GenEd,,,,
INT 264,INT,264,Humanities,,,GenEd,,,,
INT 308,INT,308,Honors Program,,,Checksheet,,,,
INT 308,INT,308,HON 308,HON,308,CrossList,,,,
INT 319W,INT,319W,Embodied Social Justice Certificate,,,Checksheet,,,,
INT 319W,INT,319W,English Writing Minor,,,Checksheet,,,,
INT 319W,INT,319W,"Nursing (4-Year), BSN",,,Checksheet,,,,
INT 319W,INT,319W,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
INT 319W,INT,319W,ENG 319W,ENG,319W,CrossList,,,,
INT 319W,INT,319W,Cultural Perspectives,,,GenEd,,,,
INT 319W,INT,319W,Humanities,,,GenEd,,,,
INT 319W,INT,319W,Writing Intensive,,,GenEd,,,,
INT 330,INT,330,English Writing Minor,,,Checksheet,,,,
INT 330,INT,330,ART 330,ART,330,CrossList,,,,
INT 330,INT,330,ENG 330,ENG,330,CrossList,,,,
INT 330,INT,330,Cultural Perspectives,,,GenEd,,,,
INT 330,INT,330,Fine Arts,,,GenEd,,,,
INT 330,INT,330,Humanities,,,GenEd,,,,
INT 331,INT,331,Embodied Social Justice Certificate,,,Checksheet,,,,
INT 331,INT,331,"Nursing (4-Year), BSN",,,Checksheet,,,,
INT 331,INT,331,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
INT 331,INT,331,NUR 331,NUR,331,CrossList,,,,
INT 335,INT,335,History Minor,,,Checksheet,,,,
INT 335,INT,335,"Holocaust, Genocide & Human Rights Studies Minor",,,Checksheet,,,,
INT 335,INT,335,AME 335,AME,335,CrossList,,,,
INT 335,INT,335,HTY 335,HTY,335,CrossList,,,,
INT 335,INT,335,WGS 335,WGS,335,CrossList,,,,
INT 335,INT,335,Cultural Perspectives,,,GenEd,,,,
INT 335,INT,335,Humanities,,,GenEd,,,,
INT 344W,INT,344W,"Data Science, BS",,,Checksheet,,,,
INT 344W,INT,344W,ENG 344W,ENG,344W,CrossList,,,,
INT 344W,INT,344W,Cultural Perspectives,,,GenEd,,,,
INT 344W,INT,344W,Humanities,,,GenEd,,,,
INT 344W,INT,344W,Writing Intensive,,,GenEd,,,,
INT 345,INT,345,AME 345,AME,345,CrossList,,,,
INT 345,INT,345,HGH 345,HGH,345,CrossList,,,,
INT 345,INT,345,WGS 345,WGS,345,CrossList,,,,
INT 345,INT,345,Critical Thinking,,,GenEd,,,,
INT 345,INT,345,Cultural Perspectives,,,GenEd,,,,
INT 345,INT,345,Humanities,,,GenEd,,,,
INT 349,INT,349,Embodied Social Justice Certificate,,,Checksheet,,,,
INT 349,INT,349,WGS 349,WGS,349,CrossList,,,,
INT 349,INT,349,Critical Thinking,,,GenEd,,,,
INT 349,INT,349,Cultural Perspectives,,,GenEd,,,,
INT 349,INT,349,Humanities,,,GenEd,,,,
INT 352,INT,352,"Business Administration, PBS",,,Checksheet,,,,
INT 352,INT,352,Crime Analysis and GIS Certificate,,,Checksheet,,,,
INT 352,INT,352,Data Science Certificate,,,Checksheet,,,,
INT 352,INT,352,"Data Science, BS",,,Checksheet,,,,
INT 352,INT,352,"Data Science, Minor",,,Checksheet,,,,
INT 352,INT,352,"Data Science, PBS",,,Checksheet,,,,
INT 352,INT,352,Health Informatics Certificate,,,Checksheet,,,,
INT 352,INT,352,"Management, BSBA",,,Checksheet,,,,
INT 352,INT,352,CIS 352,CIS,352,CrossList,,,,
INT 352,INT,352,DSC 352,DSC,352,CrossList,,,,
INT 352,INT,352,Fine Arts,,,GenEd,,,,
INT 352,INT,352,ART 550,ART,550,Prereq,,,,
INT 352,INT,352,CIS 449,CIS,449,Prereq,,,,
INT 352,INT,352,DSC 449,DSC,449,Prereq,,,,
INT 352,INT,352,MAT 449,MAT,449,Prereq,,,,
INT 357,INT,357,PHI 357,PHI,357,CrossList,,,,
INT 357,INT,357,PSY 357,PSY,357,CrossList,,,,
INT 357,INT,357,Humanities,,,GenEd,,,,
INT 368,INT,368,History Minor,,,Checksheet,,,,
INT 368,INT,368,HTY 368,HTY,368,CrossList,,,,
INT 368,INT,368,REL 368,REL,368,CrossList,,,,
INT 368,INT,368,Humanities,,,GenEd,,,,
INT 396,INT,396,Embodied Social Justice Certificate,,,Checksheet,,,,
INT 420,INT,420,Embodied Social Justice Certificate,,,Checksheet,,,,
INT 420,INT,420,"Nursing (4-Year), BSN",,,Checksheet,,,,
INT 420,INT,420,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
INT 420,INT,420,AME 420,AME,420,CrossList,,,,
INT 420,INT,420,WGS 420,WGS,420,CrossList,,,,
INT 420,INT,420,Cultural Perspectives,,,GenEd,,,,
INT 420,INT,420,Humanities,,,GenEd,,,,
INT 430,INT,430,American Studies Minor,,,Checksheet,,,,
INT 430,INT,430,Embodied Social Justice Certificate,,,Checksheet,,,,
INT 430,INT,430,Embodied Social Justice Minor,,,Checksheet,,,,
INT 430,INT,430,"Holocaust, Genocide & Human Rights Studies Minor",,,Checksheet,,,,
INT 430,INT,430,AME 430,AME,430,CrossList,,,,
INT 430,INT,430,WGS 430,WGS,430,CrossList,,,,
INT 430,INT,430,Critical Thinking,,,GenEd,,,,
INT 430,INT,430,Cultural Perspectives,,,GenEd,,,,
INT 430,INT,430,Humanities,,,GenEd,,,,
INT 430,INT,430,Information Literacy,,,GenEd,,,,
INT 440,INT,440,Embodied Social Justice Certificate,,,Checksheet,,,,
INT 440,INT,440,AME 440,AME,440,CrossList,,,,
INT 440,INT,440,WGS 440,WGS,440,CrossList,,,,
INT 440,INT,440,Cultural Perspectives,,,GenEd,,,,
INT 440,INT,440,Humanities,,,GenEd,,,,
INT 460,INT,460,Ethical Reasoning,,,GenEd,,,,
ISS 210,ISS,210,"Computer Information Systems, AS",,,Checksheet,,,,
ISS 210,ISS,210,"Computer Information Systems, BS",,,Checksheet,,,,
ISS 210,ISS,210,"Computer Information Systems, PBS",,,Checksheet,,,,
ISS 210,ISS,210,Crime Analysis and GIS Certificate,,,Checksheet,,,,
ISS 210,ISS,210,Cyber Forensics Minor,,,Checksheet,,,,
ISS 210,ISS,210,Cybersecurity Certificate,,,Checksheet,,,,
ISS 210,ISS,210,Cybersecurity Fundamentals Certificate,,,Checksheet,,,,
ISS 210,ISS,210,Cybersecurity Minor,,,Checksheet,,,,
ISS 210,ISS,210,"Cybersecurity Operations, Certificate",,,Checksheet,,,,
ISS 210,ISS,210,"Cybersecurity, AS",,,Checksheet,,,,
ISS 210,ISS,210,"Cybersecurity, BS",,,Checksheet,,,,
ISS 210,ISS,210,"Cybersecurity, PBS",,,Checksheet,,,,
ISS 210,ISS,210,"Data Science, BS",,,Checksheet,,,,
ISS 210,ISS,210,"Data Science, Minor",,,Checksheet,,,,
ISS 210,ISS,210,"Data Science, PBS",,,Checksheet,,,,
ISS 210,ISS,210,"Information & Library Science, BS",,,Checksheet,,,,
ISS 210,ISS,210,ISS 212,ISS,212,Prereq,,,,
ISS 210,ISS,210,ISS 220,ISS,220,Prereq,,,,
ISS 210,ISS,210,ISS 232,ISS,232,Prereq,,,,
ISS 210,ISS,210,ISS 240,ISS,240,Prereq,,,,
ISS 210,ISS,210,ISS 250,ISS,250,Prereq,,,,
ISS 210,ISS,210,ISS 260,ISS,260,Prereq,,,,
ISS 210,ISS,210,ISS 262,ISS,262,Prereq,,,,
ISS 210,ISS,210,ISS 264,ISS,264,Prereq,,,,
ISS 210,ISS,210,ISS 282,ISS,282,Prereq,,,,
ISS 210,ISS,210,ISS 310,ISS,310,Prereq,,,,
ISS 210,ISS,210,ISS 320,ISS,320,Prereq,,,,
ISS 210,ISS,210,ISS 325,ISS,325,Prereq,,,,
ISS 210,ISS,210,ISS 334,ISS,334,Prereq,,,,
ISS 210,ISS,210,ISS 342,ISS,342,Prereq,,,,
ISS 210,ISS,210,ISS 350,ISS,350,Prereq,,,,
ISS 210,ISS,210,ISS 370,ISS,370,Prereq,,,,
ISS 210,ISS,210,ISS 375,ISS,375,Prereq,,,,
ISS 210,ISS,210,ISS 380,ISS,380,Prereq,,,,
ISS 210,ISS,210,ISS 385,ISS,385,Prereq,,,,
ISS 210,ISS,210,ISS 389,ISS,389,Prereq,,,,
ISS 210,ISS,210,ISS 394,ISS,394,Prereq,,,,
ISS 210,ISS,210,ISS 460,ISS,460,Prereq,,,,
ISS 210,ISS,210,ISS 470,ISS,470,Prereq,,,,
ISS 212,ISS,212,"Cybersecurity, AS",,,Checksheet,,,,
ISS 212,ISS,212,"Cybersecurity, BS",,,Checksheet,,,,
ISS 215,ISS,215,Critical Infrastructure Cyber Operations Certificate,,,Checksheet,,,,
ISS 215,ISS,215,ISS 235,ISS,235,Prereq,,,,
ISS 220,ISS,220,Information Assurance Certificate,,,Checksheet,,,,
ISS 224,ISS,224,"Computer Information Systems, AS",,,Checksheet,,,,
ISS 224,ISS,224,"Computer Information Systems, BS",,,Checksheet,,,,
ISS 224,ISS,224,Cybersecurity Fundamentals Certificate,,,Checksheet,,,,
ISS 224,ISS,224,"Cybersecurity, AS",,,Checksheet,,,,
ISS 224,ISS,224,"Cybersecurity, BS",,,Checksheet,,,,
ISS 226,ISS,226,"Computer Information Systems, AS",,,Checksheet,,,,
ISS 226,ISS,226,"Computer Information Systems, BS",,,Checksheet,,,,
ISS 226,ISS,226,Cybersecurity Fundamentals Certificate,,,Checksheet,,,,
